Sample_ID,PC1,PC2,PC3,ethnicity
HG01630,-6.235344007503544,-12.85621564729315,2.142482059129309,European
HG01631,-6.27105458401327,-13.688807099855756,2.9757489082786046,European
HG01632,-6.934467688787127,-13.623708274702274,1.9818608010441374,European
HG01668,-5.860295121089867,-13.723611866551986,2.5559730548567696,European
HG01670,-5.789954587992836,-13.140702998165136,2.655337174274253,European
HG01672,-6.2028582284919445,-13.645553672645,3.2668981616939714,European
HG01673,-6.053279797093422,-14.35297279099627,3.0238464989064964,European
HG01675,-6.488564140418539,-14.362810297305964,2.0306381983056863,European
HG01676,-6.846148069429135,-13.924029555699772,2.820396019199778,European
HG01678,-6.313684794448697,-13.17444078953975,1.4012471853981658,European
HG01679,-5.477736755209415,-14.460744933070933,3.206572136181788,European
HG01680,-4.622525435974334,-14.066929404347347,3.2192139662242902,European
HG01682,-6.564426585872431,-13.882383402869323,2.4906649281095072,European
HG01684,-5.525294670247228,-13.375206960138351,3.840974085700755,European
HG01685,-6.671561922559289,-13.399731717198256,1.7559906245742987,European
HG01694,-5.318970241857029,-12.404411468495468,2.5906779519315326,European
HG01695,-5.000549487900116,-12.057918944254709,4.129226130182163,European
HG01697,-6.307369009316242,-12.821947149080708,3.2964795864639127,European
HG01699,-6.0526578821402035,-13.428527572401345,3.679114503322834,European
HG01700,-7.041255900556395,-14.688222828839038,2.068271524588986,European
HG01702,-7.1207250870586565,-15.003190238868577,4.304273232862793,European
HG01704,-6.727444594249495,-13.32079971524219,2.168369489925931,European
HG01705,-5.485030809626666,-12.837083817105329,2.6579504310033104,European
HG01707,-6.583388383359346,-13.733346492013338,2.2121703987216685,European
HG01708,-7.180999959431912,-12.990056616801256,3.207809423600859,European
HG01709,-6.370193912669502,-13.147154476636947,1.77121689537136,European
HG01710,-6.395580799521406,-13.78195173253968,2.1628155367042683,European
HG01746,-6.319775736166851,-13.679403705511675,3.057490537663279,European
HG01747,-7.109588397223424,-13.244385270124226,3.1345411328458677,European
HG01756,-7.2846689688582895,-12.678748828260263,2.5020929210974803,European
HG01757,-5.032641490404675,-14.391628146343729,2.6262059283045245,European
HG01761,-6.665079003025416,-14.407007361887604,2.7408162337698974,European
HG01762,-5.278310907074587,-14.302994724862884,2.258869911160513,European
HG01765,-5.91302075850827,-13.495343221342067,0.9771370378836646,European
HG01766,-5.9757030843988685,-13.144240524188683,2.344230219622655,European
HG01767,-5.799554797604678,-13.42465434528774,1.774191702087117,European
HG01768,-5.4420815335090325,-13.192403829277302,1.808291970157568,European
HG01770,-5.838836915381123,-13.08421325209536,3.976139495033697,European
HG01771,-6.938761254061291,-14.545907182238938,2.6850726146172175,European
HG01773,-6.205549586728239,-14.331988473892524,2.833619335002177,European
HG01775,-6.303421630975183,-13.832994066792311,3.66417233114398,European
HG01776,-7.045713560375747,-13.377769867760843,2.6929601897392312,European
HG01777,-6.95372451620907,-13.011154922330727,2.4332326923520555,European
HG01779,-6.122126009985701,-14.218149879824548,2.35086863180229,European
HG01781,-6.705366705882869,-13.519796520761885,2.9131476675480066,European
HG01783,-5.296368838283087,-13.62747365655658,2.3739581163719894,European
HG01784,-7.043727338185665,-13.427080563579564,2.6646158973461875,European
HG01785,-6.066964063105217,-14.4731027851931,0.9909961902198569,European
HG01789,-7.296224773522804,-12.98669337619187,3.6593684701932125,European
HG01790,-8.306374025797844,-14.407503161839195,1.1874593099654622,European
HG01791,-6.635240854811112,-14.25832410058423,2.926700362075067,European
HG01794,-9.700386307757984,18.141952447232622,1.4070593281632497,East Asian
HG01795,-10.32431180518226,17.583527183506867,1.228936008698144,East Asian
HG01796,-9.284447851224105,17.743638008471716,1.179312780106705,East Asian
HG01797,-9.667328329754863,18.168378958929296,1.6325494147229682,East Asian
HG01798,-9.679568313679432,17.210946048012556,1.5106708000177642,East Asian
HG01799,-10.559853099832214,17.501741303613784,1.174958216371542,East Asian
HG01800,-9.835926913410125,17.43037751705862,1.8838913361117577,East Asian
HG01801,-10.508581590502434,16.979832635642712,1.2506259156167971,East Asian
HG01802,-10.128968584914675,17.11340165663996,0.5096966704508152,East Asian
HG01804,-10.260206341472266,16.77774453195094,0.8662935117571097,East Asian
HG01805,-10.858429261335761,16.96094109365758,0.2987500372070882,East Asian
HG01806,-9.884430437599374,16.980738122081622,1.9016051267851497,East Asian
HG01807,-9.65662665610143,17.090971336168028,0.48047902510016427,East Asian
HG01808,-10.052647091426754,16.950995249576902,0.34386828606377606,East Asian
HG01809,-10.4979482574643,17.4879463327783,0.7262923355341235,East Asian
HG01810,-9.416934675756279,17.172134084786354,2.001410898547798,East Asian
HG01811,-9.101185686803012,17.045884676978126,1.9264537976717788,East Asian
HG01812,-8.870136738672757,17.67380610885501,0.9249236854515653,East Asian
HG01813,-9.452594548779107,16.981371363623605,2.4331627984168875,East Asian
HG01815,-9.459121019448581,16.33609940304427,-0.15266545007456678,East Asian
HG01816,-9.945139365279761,16.24022668148547,0.7762416470180112,East Asian
HG01817,-9.260444716466438,17.937497537004724,1.6705789720241957,East Asian
HG01840,-9.670049370677804,17.293158840470603,0.38868906985253515,East Asian
HG01841,-9.68102953582085,17.38204472615017,0.8331107814160383,East Asian
HG01842,-9.73389012395282,16.520951140304224,0.9103341288771527,East Asian
HG01843,-9.172018664149107,16.25479854061661,0.9109705567151922,East Asian
HG01844,-9.114635963672864,16.441917340590223,1.703036837768517,East Asian
HG01845,-10.192831249847773,16.174181049179555,1.816993867496237,East Asian
HG01846,-9.96747196201521,16.971019728615612,0.011229948300007871,East Asian
HG01847,-11.357279384812347,16.85995665941068,-0.0667527667570149,East Asian
HG01848,-9.454195656216221,16.594955916114777,0.8991719547157049,East Asian
HG01849,-9.106426757045003,15.778605496984841,-0.6355644131046684,East Asian
HG01850,-9.434124216006152,17.137253543894065,0.9146177927816629,East Asian
HG01851,-10.160621013897645,17.943040168625338,1.015914096347045,East Asian
HG01852,-9.541176133488342,16.60813405723799,0.2348290095188485,East Asian
HG01853,-8.609247214043908,17.21896057595345,0.7270910190423286,East Asian
HG01855,-10.132546508148117,16.74507048543908,1.070686657240346,East Asian
HG01857,-10.419768311382212,16.286189917800566,2.0121216898665306,East Asian
HG01858,-10.01927333364905,16.583932395690468,0.5595168673005765,East Asian
HG01859,-9.494761476332554,16.573064693105056,0.3549453524501135,East Asian
HG01860,-9.546757529405367,17.287892621031183,2.072632326079222,East Asian
HG01861,-9.698262868023388,16.826029290999646,2.058408551327229,East Asian
HG01862,-10.801660107096222,16.778222378509952,0.4756697218476139,East Asian
HG01863,-10.13195525590654,17.32358610580214,0.08450888582875879,East Asian
HG01864,-8.517750947425068,16.676871625053245,0.6146591350509361,East Asian
HG01865,-9.28177010050769,17.28941664242969,1.2336376956838286,East Asian
HG01866,-9.686973585653591,16.28863937627382,0.4288842335436639,East Asian
HG01867,-9.127830917127158,18.080496674709586,1.7230841456212613,East Asian
HG01868,-10.31039411853974,16.84416015370165,0.32197559083044164,East Asian
HG01869,-8.927914247398306,16.9681429176783,-0.5037896706586592,East Asian
HG01870,-10.324438559783971,17.17764826449442,1.4629837612965413,East Asian
HG01871,-10.796364574605711,16.572791794637805,0.2933373656309427,East Asian
HG01872,-10.090790855281751,16.605943863689166,0.5005251658197153,East Asian
HG01873,-9.419363126522908,16.992449233514964,1.1826001492791869,East Asian
HG01874,-8.853096501309137,16.174100700589335,0.510127208744906,East Asian
HG01878,-9.97255505428446,16.299387680477086,1.3779438464238674,East Asian
HG01879,16.43541126884438,0.22826446543614537,1.2886232719762007,African
HG01880,9.353414875003667,2.504647847017635,-1.189801127654289,African
HG01882,20.016932935289784,1.8272806766880905,0.7688222339957748,African
HG01883,18.457798996261836,0.26214016925786315,2.468214895930656,African
HG01885,18.949015159613552,1.0129653896401525,1.9579143635410552,African
HG01886,18.49646283795753,0.3370226677089108,0.6950438400880655,African
HG01889,20.835803191393325,0.31804433338033217,1.5538124794559642,African
HG01890,17.747751831276027,-0.5947963074284882,1.1060762979959922,African
HG01892,-5.486441708034226,0.7104015696706186,10.095628142929888,Ad Mixed American
HG01893,-4.6035035860442495,-0.9543534388641093,8.618894132496107,Ad Mixed American
HG01894,19.130043911263762,0.40566909794391165,1.0325129803006852,African
HG01896,21.12066633094835,1.8550747835004533,1.380057723299488,African
HG01912,18.70365546425789,1.4071584349261825,1.628695234690634,African
HG01914,16.98341637088037,0.21638168051143283,0.9375187723450811,African
HG01915,19.639605415498057,1.9016212170447646,2.22992988459031,African
HG01917,-7.642780172757384,2.9234433162914746,12.124196891724097,Ad Mixed American
HG01918,-7.835455988869766,1.8806319513317666,11.421830514323252,Ad Mixed American
HG01920,-7.650074394782191,5.2616102998587335,13.43023993464048,Ad Mixed American
HG01921,-6.399047972394859,2.099395767755905,10.955461709790574,Ad Mixed American
HG01923,-8.505771158051472,5.023334263950553,12.665923164148667,Ad Mixed American
HG01924,-5.713151345124019,3.3354061086485927,9.893777992124948,Ad Mixed American
HG01926,-9.192992150251564,5.523027672453546,13.387797990900472,Ad Mixed American
HG01927,-8.25624700465426,4.7121375424265475,12.90281855893834,Ad Mixed American
HG01932,-7.854271173929407,1.924327665407333,11.566591212983447,Ad Mixed American
HG01933,-5.74658864793082,3.3162548077071605,8.5749784220007,Ad Mixed American
HG01935,-8.52360597941729,1.7481433113922482,9.286004177409314,Ad Mixed American
HG01936,-5.970162798837348,-0.16075929329486877,10.40846699035118,Ad Mixed American
HG01938,-8.229880771772335,6.185653894895948,12.796772319301766,Ad Mixed American
HG01939,-7.513510231691934,1.4914066598568034,11.767269572507688,Ad Mixed American
HG01941,-5.963750301102291,3.7580351434875046,12.37000617913744,Ad Mixed American
HG01942,-7.4251938076767905,2.6898891192200614,12.634610809724522,Ad Mixed American
HG01944,-8.825413144132627,7.398110912906745,7.424273297134605,Ad Mixed American
HG01945,-7.69964190372569,2.0056289562613587,11.950887119581711,Ad Mixed American
HG01947,-6.783802953190809,-2.2686030935894053,9.643166899776748,Ad Mixed American
HG01948,-2.731769789435763,3.0115793793762022,9.35280761413472,Ad Mixed American
HG01950,-7.356369750038387,4.921855109798782,12.91715424845451,Ad Mixed American
HG01951,-6.395734121326421,5.793887416165028,13.416723554781376,Ad Mixed American
HG01953,-7.151866658219528,4.211747983036812,12.241722010285262,Ad Mixed American
HG01954,-7.994389173590753,4.986675784933982,12.929751273529474,Ad Mixed American
HG01956,19.718046891271538,0.7060630116254752,0.7360603615111542,African
HG01958,17.357495076901817,0.25975026182948907,1.866565306669901,African
HG01965,-4.146192053639402,0.14924137696212514,6.385798604486631,Ad Mixed American
HG01967,-7.927457195871253,-0.004773445884407859,9.402882235683375,Ad Mixed American
HG01968,-7.877316711688838,5.171764267121292,13.607202158148318,Ad Mixed American
HG01970,-8.412023896735336,-0.4447238031945022,9.654884235617061,Ad Mixed American
HG01971,-2.817754863054005,0.2550745363777264,8.796209544409118,Ad Mixed American
HG01973,-5.909831442259859,2.3775719432831988,12.114349220435749,Ad Mixed American
HG01974,-8.350405638568306,5.29589378146705,13.242867237289783,Ad Mixed American
HG01976,-6.849745773564663,-0.3444604832469254,9.891189724356298,Ad Mixed American
HG01977,-7.821139925947908,1.8680672333003303,11.35936986601673,Ad Mixed American
HG01979,-6.74614329072837,-0.24602517876283952,10.51539137879054,Ad Mixed American
HG01980,-6.212143264547162,0.13899032957189825,10.231040712353717,Ad Mixed American
HG01982,-7.695743883601985,2.5061782523923513,10.776491851109439,Ad Mixed American
HG01985,18.17486754725022,2.4647328278030636,1.1150245534817493,African
HG01986,18.238870110556217,-0.6050229448751133,1.7388441791826086,African
HG01988,9.158371058435016,-4.382040353284757,0.37341830969530515,African
HG01989,16.65548959836192,0.4566708027778854,0.468880364839883,African
HG01990,18.93189410175956,0.8844357161363995,1.7933025509695075,African
HG01991,-7.93247797949096,1.5279058438309518,10.417175544861308,Ad Mixed American
HG01992,-7.454108682997279,4.187549213849705,12.566048763022042,Ad Mixed American
HG01997,-7.332320487142613,3.248548468898493,12.703322463552412,Ad Mixed American
HG02002,-6.866119680083969,1.9451824236184825,10.076450143135526,Ad Mixed American
HG02003,-8.136748881163827,3.0198625322006,12.193113220064062,Ad Mixed American
HG02006,4.231812469683053,0.3622638420087059,3.729842957261146,Ad Mixed American
HG02008,-8.753690397117335,2.7667916672051085,11.599947917459705,Ad Mixed American
HG02009,17.72921327472019,-0.4455650485993271,1.6950839635519153,African
HG02010,16.969036220787753,-1.4147047753626356,1.444977750462464,African
HG02012,19.614116734135433,2.636520858540674,2.854578599732605,African
HG02013,20.08689675297628,2.318559859889553,0.9352335688504694,African
HG02014,17.560851525146774,0.8085004589307067,1.2682487528026674,African
HG02016,-10.014751241876327,15.422725628469424,-0.05468934895281976,East Asian
HG02017,-10.21715278882453,16.55384948319216,1.7497434208805416,East Asian
HG02019,-10.240216001755101,17.301942280096014,0.9128064077254344,East Asian
HG02020,-10.342592640403065,16.355917492081446,0.7209138717012041,East Asian
HG02023,-9.815839523573494,17.10144176687427,0.2827064891782077,East Asian
HG02025,-10.045909348768788,16.454312396945983,1.3560918557736257,East Asian
HG02026,-10.957819720028688,17.488914058357928,0.32410124512308397,East Asian
HG02028,-9.564120931055664,17.232521675520847,-0.07904533887883834,East Asian
HG02029,-9.667337107225901,16.748465282520694,1.322505279089284,East Asian
HG02031,-9.758153445120607,16.87397389627712,0.9870424462789235,East Asian
HG02032,-9.404002307256109,17.135366879978804,1.5744135801930355,East Asian
HG02035,-9.646430910800627,15.72002457357422,1.594098728783501,East Asian
HG02040,-9.370447675962842,16.374601773414483,1.2563999000603274,East Asian
HG02047,-9.796848860668604,16.558425272371014,1.2777384422932594,East Asian
HG02048,-9.575765319425422,16.628248005108873,0.901733252352027,East Asian
HG02049,-10.646576916151005,16.33918567187508,0.2563346823640976,East Asian
HG02050,-9.763467256961516,16.654789370346375,0.7286300579079967,East Asian
HG02051,20.406198722346495,0.9914722248520897,1.5154867055411103,African
HG02052,21.363337326699135,0.7990543137692442,1.3574021588289602,African
HG02053,19.827473337766513,0.3074978692758824,0.6798051015121592,African
HG02054,18.682787396824494,1.930151551982016,2.268458540165462,African
HG02057,-9.694311437186599,16.584448292544174,1.0657324870599574,East Asian
HG02058,-9.24379945643318,15.165213840010367,0.7156483231909444,East Asian
HG02060,-9.680045599237616,17.816678558072972,1.207211367865579,East Asian
HG02061,-11.060759101247957,15.94191276150155,0.729162074613172,East Asian
HG02064,-9.426597271880329,16.23903289416922,1.3590529030682608,East Asian
HG02067,-9.933591244005761,16.186351504057985,1.6700884336717845,East Asian
HG02069,-9.745614482518656,16.975195624109443,0.6127534934218922,East Asian
HG02070,-10.370729522425755,15.413794304917651,1.533182903002458,East Asian
HG02072,-10.081329700768373,16.94753335835261,0.5208727836377949,East Asian
HG02073,-10.225196956468729,17.118331658555434,0.4592421861644986,East Asian
HG02075,-8.765045760549851,15.73124844177524,1.1176476824795418,East Asian
HG02076,-9.220929011417587,16.73367954438345,1.419647376383745,East Asian
HG02078,-10.217052439469867,16.352203557314436,1.0413879305974376,East Asian
HG02079,-10.04877466680673,16.52786044964962,2.145060670405761,East Asian
HG02081,-9.774437394611345,17.041515011097303,1.065900672379378,East Asian
HG02082,-10.391545618817423,16.45439217673858,1.9472936048365495,East Asian
HG02084,-8.439620192560728,16.184058598089724,0.43169394462485433,East Asian
HG02085,-8.87057686092593,16.17134145674981,1.7204642146290288,East Asian
HG02086,-10.043894604059318,16.335968457665285,0.5948293573813431,East Asian
HG02087,-10.177546495354992,17.385445632793207,1.0224576132602856,East Asian
HG02088,-9.288291605497793,17.2562246263653,0.7752011098388727,East Asian
HG02089,-7.158588248670126,0.3132346441544622,8.638429562194453,Ad Mixed American
HG02090,-4.282279296313147,-0.4332930897413719,9.570659128150746,Ad Mixed American
HG02095,19.399009460297368,1.140606982744996,1.5612943557160175,African
HG02102,-7.739404141282981,2.341315420484211,10.39902986768522,Ad Mixed American
HG02104,-7.993298934082521,4.487396949171405,12.360093718374436,Ad Mixed American
HG02105,-8.599079042861401,4.588035500190409,11.506974768319374,Ad Mixed American
HG02107,20.041481615879796,1.251832385889029,0.7518809347515445,African
HG02108,16.458544935901188,-0.676564906826141,1.5431127726296177,African
HG02111,19.507969887158122,1.7073243255965906,1.180110569687879,African
HG02113,-9.986649252060875,17.104000383672947,1.028637750808028,East Asian
HG02116,-10.897187379518215,16.515896646539716,0.5185528348708861,East Asian
HG02121,-9.836494037817765,16.900901780677014,0.598742007338122,East Asian
HG02122,-10.184916265769502,16.578223163589406,2.107502704969846,East Asian
HG02127,-10.376282133415609,16.646750335423793,2.1275163046977985,East Asian
HG02128,-10.09074518016185,16.940365031914116,0.8619460448776111,East Asian
HG02130,-10.410577841207825,16.601111074413954,1.4233103999566807,East Asian
HG02131,-9.475057266164978,14.55003631481994,-0.18858689628939057,East Asian
HG02133,-9.908447813577022,16.851182564618416,1.1210902387870276,East Asian
HG02134,-10.404428567208624,16.36330909498604,0.8797604890243054,East Asian
HG02136,-8.423102629009653,16.99094135896694,0.3578908613483068,East Asian
HG02137,-10.335027956164168,16.413588538906954,1.3610581297018804,East Asian
HG02138,-8.649448033696597,16.96222254579973,0.28902294366892917,East Asian
HG02139,-10.420557372434814,17.377015055490777,0.11747732025073397,East Asian
HG02140,-9.214944061331673,17.08068888965931,1.4288276652207048,East Asian
HG02141,-9.862431649105664,16.10467859234126,0.632762637572562,East Asian
HG02142,-10.445822028929035,14.343019891651274,0.41671210097108113,East Asian
HG02143,15.419045418326531,-0.865826673483028,0.8086895053292822,African
HG02144,19.93116130725313,1.23395705467103,1.8165026478242912,African
HG02146,-7.575940178741204,3.6388865998413285,13.21274242969648,Ad Mixed American
HG02147,-7.672789022162001,4.115564649845765,13.233859504720963,Ad Mixed American
HG02150,-7.497167502052468,5.3060852556530635,11.325321506984572,Ad Mixed American
HG02151,-8.74938150265077,17.341065081913452,1.0684589716857424,East Asian
HG02152,-10.556212996117186,16.752121428121374,1.1328418736521433,East Asian
HG02153,-11.763126336520195,16.305812346820478,1.310569681128312,East Asian
HG02154,-9.261438328905959,17.66923774298851,1.5506743513765784,East Asian
HG02155,-10.008878234062474,16.622659427159075,1.598203403896302,East Asian
HG02156,-10.268976299558076,16.413589660494527,1.046668350063533,East Asian
HG02164,-9.300992379751138,17.442073530517344,1.3153911316469102,East Asian
HG02165,-9.031965101371286,16.78740070455656,1.5529610346320672,East Asian
HG02166,-8.770970440070956,17.651299211839195,1.9945036332324146,East Asian
HG02178,-10.254242938204822,17.504320109524784,1.1351711455344498,East Asian
HG02179,-8.856663505663485,17.27576247956287,0.8754048714067051,East Asian
HG02180,-10.358076687503605,17.8903641180225,0.2183802754712365,East Asian
HG02181,-10.333836745174528,16.216704102103982,-0.11624297353693343,East Asian
HG02182,-10.085696361113161,17.23165260699951,0.6624882707543864,East Asian
HG02184,-9.754010366830949,17.369152322072587,0.20609006220455964,East Asian
HG02185,-9.212842243933942,16.583032332820448,0.2593545192675255,East Asian
HG02186,-10.081254644121117,17.389156465126103,1.1270411689732727,East Asian
HG02187,-10.011147881810269,16.363083031608458,1.1427066938296753,East Asian
HG02188,-9.585075426156287,17.127852785282176,1.6319813042545528,East Asian
HG02190,-10.297770446781293,17.597051729387335,1.3389339827277538,East Asian
HG02215,-6.853442835038139,-15.157360359165308,2.0935232493274496,European
HG02219,-5.777643996409828,-14.103424615232981,-0.03142664567199143,European
HG02220,-6.417487913752023,-14.644975119067588,2.316115806290062,European
HG02221,-7.578726282649492,-14.205893213758534,2.313256092556967,European
HG02223,-4.930693732679864,-14.771687753585285,2.4031996448990305,European
HG02224,-6.079998920711808,-14.957807373856163,2.8351850969270758,European
HG02231,-6.6530450338786515,-13.767464969598308,2.452709105067424,European
HG02232,-5.90209662369449,-14.036006080809074,2.7644229495362085,European
HG02233,-5.98739567520474,-13.41110002289071,2.1734474959860517,European
HG02235,-4.875430908857343,-14.002338875562456,2.9582968868552837,European
HG02238,-6.135961299345627,-13.842992927145215,3.2456089561195323,European
HG02239,-5.819683316646379,-13.091094893582834,2.500954910504134,European
HG02250,-9.69458188564022,16.32116257208411,0.9873152272776344,East Asian
HG02252,-6.921475018758042,-0.21081114138361542,8.487198576092474,Ad Mixed American
HG02253,-6.715931180083407,-3.8231359386795254,7.8993265705543525,Ad Mixed American
HG02255,18.999723948699835,1.0138773888791466,1.3182774376471629,African
HG02256,14.629854190790322,0.6105839800532568,1.560996139458113,African
HG02259,-8.83526203358692,5.234978211200635,12.664990915206658,Ad Mixed American
HG02260,-8.504648952869488,2.8356520711825435,11.875655053984465,Ad Mixed American
HG02262,-7.505902463314953,1.443334729770948,10.372594061079486,Ad Mixed American
HG02265,-6.861078670547756,4.211685950085719,10.761136883573876,Ad Mixed American
HG02266,-7.459607354081974,4.288521239708479,11.862176644927471,Ad Mixed American
HG02271,-7.341301705907683,5.533458158020511,12.722492682236844,Ad Mixed American
HG02272,-8.025641511146743,5.762007916039098,13.95445668890226,Ad Mixed American
HG02274,-0.8752081655363947,1.7498426279178954,7.329612985584229,Ad Mixed American
HG02275,-8.201150333756999,5.5185477435428,12.00450251435536,Ad Mixed American
HG02277,-8.453151344005633,-0.4575814172881935,9.80724552004132,Ad Mixed American
HG02278,-7.982836665770278,3.6453427437417867,13.112673043083587,Ad Mixed American
HG02281,20.574332231223515,1.3279372306698558,1.7967578926095795,African
HG02282,16.520721565514176,-1.7547314547370922,1.663957968502847,African
HG02283,15.57980801395349,-0.6546966792428865,1.9282658172544738,African
HG02284,17.11681483615228,0.6918147361197392,0.9119529125060993,African
HG02285,-6.456086231131854,2.8576030332716447,10.95030896165317,Ad Mixed American
HG02286,-7.552213432069669,0.45674013483713355,10.296684089452139,Ad Mixed American
HG02291,-9.164241633243961,5.276953579108813,13.731619263938667,Ad Mixed American
HG02292,-8.333018759285725,2.2863029421374326,13.303374619978978,Ad Mixed American
HG02298,-7.6443809326033545,-2.109918667476782,10.387311169527024,Ad Mixed American
HG02299,-7.996719083482428,3.2690343732259484,12.400440292939981,Ad Mixed American
HG02301,-8.180053804135591,2.0752753336594516,12.105199588539227,Ad Mixed American
HG02304,-5.360617336342181,3.092665622486505,9.53517262708778,Ad Mixed American
HG02307,19.463249933871925,1.4624032590060718,0.3930951142153763,African
HG02308,18.17682836253503,-0.04439532551335604,1.0719269920322034,African
HG02309,18.060377905824314,0.7585897117668519,0.33891911710170103,African
HG02312,-8.0305259355531,-0.8065211131227191,7.1738479747829125,Ad Mixed American
HG02314,19.597459414997747,1.3313145075927573,0.7094790334469951,African
HG02315,18.550866564668496,-1.0351352384802648,0.3259772338945696,African
HG02317,19.5290739593668,2.2137937117065176,1.3877114514682372,African
HG02318,20.94083256210063,1.7869737662875287,0.5899622033412214,African
HG02322,17.89995911785903,-0.21107536504297603,0.4640830052154763,African
HG02323,19.102001898448083,0.41972215921166,1.4853580364702597,African
HG02325,20.69550256460651,2.826627169378665,1.1273484528249853,African
HG02330,17.63671215316644,1.9006096830729677,0.5860619998278707,African
HG02332,17.337492766127028,0.9099342669217819,0.9722497403951863,African
HG02334,14.590298659374294,-2.230328726390606,0.8265928584428645,African
HG02337,18.714858536070523,0.9181346655176472,1.8881506325964994,African
HG02339,20.727423414240107,1.9145160697177674,1.4261887635200061,African
HG02343,15.480612864187197,-1.1046253841570772,2.202503385762701,African
HG02345,-3.74752648982597,-0.10193891907286122,5.947746302009087,Ad Mixed American
HG02348,-7.86741437674742,2.727895324826848,9.429709772073787,Ad Mixed American
HG02351,-9.794401809829786,16.86349435992197,0.6715587891163316,East Asian
HG02353,-9.129387189059678,16.516426489221427,0.8473346284226785,East Asian
HG02355,-8.869246192450213,17.16512586379325,1.179443918402498,East Asian
HG02356,-11.2442619409732,16.5542375690627,0.8041226437438272,East Asian
HG02360,-10.01636628820343,17.12067419805155,0.2815156682124219,East Asian
HG02364,-8.88485142236184,17.837273001825803,1.4495795645375,East Asian
HG02367,-10.961634171447175,16.590999134773185,1.5775315317982257,East Asian
HG02371,-10.164413202145056,16.192705165226634,0.610717721738479,East Asian
HG02373,-9.220942102970437,16.122248684544193,1.5578685105171137,East Asian
HG02374,-11.151093071195904,16.02520551401065,1.6617878384096914,East Asian
HG02375,-10.44319260763443,17.2402395634167,1.5712127320655367,East Asian
HG02379,-9.469145034772263,16.155153149146148,0.6724376570090449,East Asian
HG02380,-10.976102273175806,16.295631800314755,2.448392250361219,East Asian
HG02382,-10.104028320558047,17.414557421397237,1.6121174238911746,East Asian
HG02383,-9.960742377638361,16.534564389832333,0.46329338835460376,East Asian
HG02384,-9.902575663272676,16.463153222494608,0.010815873080922082,East Asian
HG02385,-9.589137714154699,16.83042917666971,1.3515886973311777,East Asian
HG02386,-9.485293104045915,16.28097658563934,1.0016970406948098,East Asian
HG02389,-8.68220018006373,16.0415287115245,0.8952552763235853,East Asian
HG02390,-10.788946470197219,16.376802463226127,0.6366663727711728,East Asian
HG02391,-9.839898637286158,16.463729192892313,1.5107416503796907,East Asian
HG02392,-9.90891469995851,16.982909817408224,1.9408691929884332,East Asian
HG02394,-9.31522141367234,16.677119555186113,-0.23054112038523117,East Asian
HG02395,-8.932562928735146,16.62544459502293,0.8294646867951391,East Asian
HG02396,-9.61253188257606,16.329374811571782,0.5218748920456164,East Asian
HG02397,-10.571768728100343,17.132754215868893,0.9119065146225442,East Asian
HG02398,-10.739674625009027,16.29435896473312,2.0340041247705405,East Asian
HG02399,-10.5300943673407,16.091781115699487,1.508977110357272,East Asian
HG02401,-9.748805385483909,16.90094296442754,1.3104293099785955,East Asian
HG02402,-9.602793716221754,17.506185827674564,1.3254419085146325,East Asian
HG02406,-9.836357973269195,17.25332190364869,0.18533999859536673,East Asian
HG02407,-10.575747507529526,16.508052633315604,1.105580656085759,East Asian
HG02408,-9.681986733020224,16.285371379687856,-1.468032050988075,East Asian
HG02409,-11.194536949819843,16.547127360198775,0.6871318644574771,East Asian
HG02410,-10.09050139671591,16.324895400752506,-0.5138270149599976,East Asian
HG02419,19.28637774393853,1.1365779109942418,1.3231909811333693,African
HG02420,9.040103334749215,-3.515643742841223,1.478570672719678,African
HG02425,-4.992592312468042,-1.2794094971737169,6.891411416732431,Ad Mixed American
HG02427,19.128518267807124,0.041241786748467534,1.9845325761567956,African
HG02429,18.22537363766321,0.4774484190425373,1.6043991462189144,African
HG02433,17.759568014148392,1.2201758703115297,0.6447439263920375,African
HG02439,19.582840400021976,2.0763845884244576,-1.1123544228056494,African
HG02442,20.53094014216249,2.2230699033293564,1.9257513254203464,African
HG02445,15.87558747993726,-0.8604397511553105,1.4579558422203132,African
HG02449,20.065777408796336,1.6058581484204837,1.2334776521823727,African
HG02450,19.13555662449287,1.4492986383200641,2.2665512865966515,African
HG02455,17.81040898571357,0.7327519733343769,-0.11194210551138707,African
HG02461,21.34009721356686,1.922793813619504,-0.34390690003364793,African
HG02462,20.82610175415101,2.5558110419290414,-0.06128441834719266,African
HG02464,21.57606473562101,1.5844331130943188,-0.500125818560756,African
HG02465,20.76154224069512,1.4833597520590895,-1.539206590759483,African
HG02470,19.199172475108856,0.6981057658100775,2.060988101780955,African
HG02471,20.332893056714077,-0.03673757659937816,1.9378135437213373,African
HG02476,17.549235432345647,0.3459582850494436,-0.5136186581173703,African
HG02477,18.283059444728075,-0.7182921201164688,0.004474374920470996,African
HG02479,18.90851667637841,1.9418907825593852,0.7033057489563246,African
HG02481,19.14196701525212,0.8196665820580431,-0.32820238234842647,African
HG02484,18.41811164802849,0.5559129017719365,1.3356223611507183,African
HG02485,13.469175865745655,-1.4101202346876622,0.6721690668122937,African
HG02489,17.717929588533366,-0.6831274192955525,0.9208461603495606,African
HG02490,-6.751069708142105,-6.3925425931912825,-7.554380576970344,South Asian
HG02491,-7.193553491813731,-5.03425945582492,-8.103744629768052,South Asian
